City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
110,Bengkulu,100,ID,1610292502,83,-3.8004,102.2655,77.88,3.67
111,Bairiki Village,20,KI,1610292701,83,1.3292,172.9752,78.8,12.66
112,Sampang,20,ID,1610292701,94,-7.1872,113.2394,77.0,5.75
113,Batemans Bay,1,AU,1610292701,96,-35.7167,150.1833,62.01,2.82
114,Buala,83,SB,1610292701,78,-8.145,159.5921,81.7,5.01
115,Praia,75,CV,1610292701,57,14.9215,-23.5087,75.2,28.77
116,Srednekolymsk,89,RU,1610292701,84,67.45,153.6833,-30.73,4.5
117,Necochea,25,AR,1610292701,54,-38.5473,-58.7368,82.0,14.85
118,Columbus,40,US,1610292533,93,39.9612,-82.9988,34.0,0.6
119,Guerrero Negro,0,MX,1610292618,41,27.9769,-114.0611,61.61,2.86
120,Port Victoria,100,KE,1610292702,77,0.0939,33.9756,71.11,7.14
121,Panguna,99,PG,1610292702,99,-6.3164,155.4848,69.35,1.43
122,Tilichiki,100,RU,1610292702,93,60.4667,166.1,-7.56,12.28
123,Mlonggo,100,ID,1610292702,85,-6.5333,110.7,77.27,3.31
124,Astoria,90,US,1610292702,100,46.1879,-123.8313,45.0,8.05
125,Norman Wells,75,CA,1610292702,85,65.282,-126.8329,12.2,17.27
126,Maicao,97,CO,1610292703,65,11.3832,-72.2432,82.96,18.03
127,Sittwe,4,MM,1610292703,67,20.15,92.9,74.98,9.73
128,Lebu,65,CL,1610292703,84,-37.6167,-73.65,60.15,12.17
129,Butaritari,56,KI,1610292703,82,3.0707,172.7902,80.87,15.99
130,Tura,36,IN,1610292703,61,25.5198,90.2201,63.88,1.83
131,Ivanivka,29,UA,1610292703,91,46.7208,34.553,32.23,5.61
132,Bereda,45,ES,1610292703,70,43.2686,-7.5406,43.0,11.01
133,Saldanha,0,ZA,1610292704,36,-33.0117,17.9442,78.8,20.71
134,Cap Malheureux,10,MU,1610292704,81,-19.9842,57.6142,81.0,5.99
135,Oliveira dos Brejinhos,23,BR,1610292704,36,-12.3169,-42.8961,93.38,3.29
136,Goderich,100,CA,1610292704,80,43.7501,-81.7165,30.2,6.91
137,Griffith,90,US,1610292704,93,41.5284,-87.4237,28.4,6.91
138,Tual,100,ID,1610292704,75,-5.6667,132.75,83.64,6.08
139,San Felipe,55,VE,1610292704,61,10.3399,-68.7425,85.62,2.06
140,Plátanos,90,GR,1610292704,56,37.6667,21.6167,71.6,13.8
141,Richards Bay,98,ZA,1610292705,88,-28.783,32.0377,76.73,8.84
142,Dakar,0,SN,1610292705,60,14.6937,-17.4441,71.6,21.85
143,São João da Barra,40,BR,1610292705,62,-21.6403,-41.0511,87.8,6.91
144,Broome,90,US,1610292705,80,42.2506,-75.833,28.99,6.91
145,Ribeira Grande,75,PT,1610292705,100,38.5167,-28.7,60.8,13.8
146,West Lorne,100,CA,1610292705,67,42.6001,-81.5998,33.01,3.83
147,Zhigansk,100,RU,1610292705,84,66.7697,123.3711,-30.51,3.02
148,Camaná,82,PE,1610292705,65,-16.6228,-72.7111,74.79,10.98
149,Bagua Grande,42,PE,1610292706,59,-5.7561,-78.4411,83.03,4.47
150,Lata,99,PT,1610292706,58,40.1629,-8.3327,53.01,1.99
151,Tautira,75,PF,1610292706,61,-17.7333,-149.15,78.8,6.91
152,Pevek,100,RU,1610292706,87,69.7008,170.3133,-24.97,4.0
153,Igarka,55,RU,1610292706,81,67.4667,86.5833,-20.87,7.18
154,Cabo San Lucas,1,MX,1610292706,62,22.8909,-109.9124,60.8,9.22
155,Port Moresby,75,PG,1610292706,94,-9.4431,147.1797,77.0,4.61
156,Sabang,62,ID,1610292706,79,5.8933,95.3214,81.14,10.76
157,São Filipe,100,CV,1610292707,69,14.8961,-24.4956,72.41,19.57
158,Cassilândia,100,BR,1610292707,42,-19.1133,-51.7342,92.93,3.65
159,Christchurch,34,NZ,1610292707,77,-43.5333,172.6333,59.0,12.66
160,Thompson,20,CA,1610292707,92,55.7435,-97.8558,6.8,4.61
161,Yerbogachën,100,RU,1610292707,89,61.2767,108.0108,-14.37,4.59
162,Piaçabuçu,100,BR,1610292707,59,-10.4056,-36.4344,85.71,14.32
163,Luanda,20,AO,1610292707,61,-8.8368,13.2343,84.2,9.22
164,Ndélé,18,CF,1610292707,12,8.4109,20.6473,89.87,4.32
165,Port Hardy,75,CA,1610292553,87,50.6996,-127.4199,44.6,24.16
166,Tucuruí,62,BR,1610292708,56,-3.7661,-49.6725,89.04,4.12
167,Oistins,20,BB,1610292708,65,13.0667,-59.5333,84.2,25.32
168,Cherskiy,99,RU,1610292708,85,68.75,161.3,-30.6,3.04
169,Bredasdorp,97,ZA,1610292708,56,-34.5322,20.0403,68.0,11.5
170,Pisco,40,PE,1610292708,78,-13.7,-76.2167,73.4,9.22
171,Forestville,1,US,1610292708,42,38.8451,-76.875,42.8,11.5
172,Kaeo,69,NZ,1610292708,95,-35.1,173.7833,59.0,3.0
173,Mayya,90,RU,1610292708,66,61.7333,130.2811,-47.2,1.59
174,Zhangjiakou,100,CN,1610292709,79,40.81,114.8794,10.49,3.76
175,Bara,98,NG,1610292709,21,10.3744,10.7288,95.0,8.05
176,Boguchany,100,RU,1610292709,89,58.3814,97.4531,-8.34,0.47
177,Sumenep,100,ID,1610292709,83,-7.0167,113.8667,79.23,4.97
178,Bahía Honda,57,CU,1610292709,64,22.9036,-83.1592,68.14,11.59
179,Hong Kong,100,HK,1610292461,41,22.2855,114.1577,55.0,1.01
180,Barra do Garças,75,BR,1610292709,70,-15.89,-52.2567,84.2,4.61
181,Voljevac,90,BA,1610292709,100,43.8786,17.6592,42.01,3.44
182,Lewiston,1,US,1610292687,59,44.1003,-70.2148,30.99,6.91
183,Pacific Grove,1,US,1610292710,75,36.6177,-121.9166,42.8,5.75
184,Gacko,90,BA,1610292710,75,43.1672,18.5353,42.8,3.44
185,Nelson Bay,0,AU,1610292710,94,-32.7167,152.15,64.4,7.52
186,Kloulklubed,90,PW,1610292710,89,7.0419,134.2556,78.8,5.75
187,Yulara,0,AU,1610292710,18,-25.2406,130.9889,80.6,6.91
188,Melekhovo,98,RU,1610292710,96,56.2773,41.2935,11.37,5.95
189,Kruisfontein,99,ZA,1610292710,73,-34.0033,24.7314,68.0,5.99
190,Kidal,0,ML,1610292710,9,18.4411,1.4078,93.74,8.05
191,Severo-Kuril'sk,88,RU,1610292711,88,50.6789,156.125,19.83,22.86
192,Narsaq,75,GL,1610292711,38,60.9167,-46.05,41.0,21.85
193,Touros,40,BR,1610292711,55,-5.1989,-35.4608,87.8,16.11
194,Antofagasta,20,CL,1610292711,64,-23.65,-70.4,75.0,11.5
195,Akle,40,PH,1610292711,78,15.0482,121.0733,77.0,4.61
196,Half Moon Bay,75,US,1610292711,81,37.4636,-122.4286,48.2,3.44
197,Antigonish,100,CA,1610292711,93,45.6169,-61.9986,33.01,5.01
198,Concepción de Guasistagua,20,HN,1610292712,77,14.6,-87.65,62.6,6.91
199,Meaford,100,CA,1610292712,88,44.6001,-80.583,32.0,1.99
200,Piripiri,37,BR,1610292712,37,-4.2733,-41.7769,94.28,3.33
201,Khatanga,100,RU,1610292712,85,71.9667,102.5,-19.55,16.51
202,Vardø,75,NO,1610292712,86,70.3705,31.1107,15.8,10.36
203,Tobol,100,KZ,1610292712,98,52.6844,62.5794,22.28,11.74
204,Apac,99,UG,1610292712,37,1.9756,32.5386,80.37,2.24
205,Sukhumi,100,GE,1610292712,83,43.0033,41.0153,52.29,7.7
206,Aksu,0,CN,1610292713,79,41.1231,80.2644,13.48,0.92
207,Nanortalik,100,GL,1610292713,91,60.1432,-45.2371,32.83,5.7
208,Maceió,40,BR,1610292713,58,-9.6658,-35.7353,87.8,16.11
209,Asău,0,RO,1610292713,86,46.4333,26.4,34.0,2.3
210,Ust-Maya,95,RU,1610292713,80,60.4167,134.5333,-40.85,1.21
211,Peace River,90,CA,1610292713,79,56.2501,-117.286,19.0,6.91
212,Lucera,75,IT,1610292713,100,41.5082,15.3351,44.6,8.05
213,Janakpur Dham,98,NP,1610292713,58,26.7183,85.9065,63.97,3.22
214,Xiongzhou,99,CN,1610292713,57,25.1167,114.3,42.57,4.18
215,Gimli,23,CA,1610292714,93,50.6336,-96.9907,17.6,6.91
216,Ejido,35,VE,1610292714,48,8.5514,-71.2375,77.88,4.25
217,Talcahuano,75,CL,1610292714,68,-36.7167,-73.1167,64.4,11.5
218,Brigantine,1,US,1610292714,52,39.4101,-74.3646,42.01,13.8
219,Mareeba,90,AU,1610292714,89,-17.0,145.4333,78.8,4.61
220,Port Macquarie,45,AU,1610292714,94,-31.4333,152.9167,64.0,1.99
221,Hervey Bay,36,AU,1610292714,91,-25.2986,152.8535,71.01,4.0
222,Laas,0,IT,1610292715,42,46.6166,10.7002,28.0,8.05
223,Mar del Plata,0,AR,1610292592,37,-38.0023,-57.5575,86.0,6.91
224,Sault Ste. Marie,90,CA,1610292608,93,46.5168,-84.3333,32.0,4.61
225,Caucayá,66,CO,1610292715,62,-0.1934,-74.7819,84.31,3.04
226,Wenatchee,90,US,1610292715,93,47.4235,-120.3103,35.01,3.44
227,Balestrand,99,NO,1610292715,96,61.2076,6.5334,28.99,0.09
228,Iskateley,0,RU,1610292715,89,67.6803,53.1512,-8.9,5.37
229,Dongsheng,29,CN,1610292715,84,39.8161,109.9776,5.31,22.7
230,Pierre,9,US,1610292693,100,44.3683,-100.351,33.01,5.99
231,Ende,100,ID,1610292716,79,-8.8432,121.6623,80.64,1.81
232,Wilmington,1,US,1610292466,53,34.2257,-77.9447,45.0,8.05
233,Sangar,100,RU,1610292716,83,63.9242,127.4739,-33.48,3.69
234,Carnarvon,0,AU,1610292716,83,-24.8667,113.6333,78.8,21.85
235,Platteville,90,US,1610292677,100,42.7342,-90.4785,23.0,6.91
236,Oriximiná,76,BR,1610292716,48,-1.7656,-55.8661,91.06,3.74
237,Krasnosel'kup,11,RU,1610292716,86,65.7,82.4667,-24.12,8.52
238,Araouane,73,ML,1610292717,21,18.9048,-3.5265,83.26,14.56
239,Henties Bay,2,NA,1610292717,76,-22.116,14.2845,67.8,9.48
240,Sim,100,RU,1610292717,95,54.993,57.6982,14.2,4.27
241,Kailua,75,US,1610292717,83,21.4022,-157.7394,71.6,8.25
242,Ilulissat,20,GL,1610292717,53,69.2167,-51.1,15.8,4.61
243,San Jose,40,US,1610292668,81,37.3394,-121.895,44.01,1.01
244,Torbay,90,CA,1610292717,100,47.6666,-52.7314,32.0,17.27
245,Jacqueville,20,CI,1610292718,79,5.2052,-4.4146,86.0,14.97
246,Salinópolis,59,BR,1610292718,82,-0.6136,-47.3561,81.79,11.16
247,Seddon,98,AU,1610292718,83,-37.8068,144.8916,70.0,4.25
248,Ust-Nera,33,RU,1610292718,71,64.5667,143.2,-38.04,2.71
249,Province of Mantua,62,IT,1610292718,62,45.1667,10.7833,41.0,5.99
250,Belaya Gora,84,RU,1610292718,85,68.5333,146.4167,-32.53,0.63
251,Chernyshevskiy,92,RU,1610292718,86,63.0128,112.4714,-30.1,2.66
252,Colac,62,AU,1610292718,81,-38.3333,143.5833,71.01,4.54
253,Byron Bay,16,AU,1610292719,68,-28.65,153.6167,71.6,9.22
254,Rach Gia,75,VN,1610292641,100,10.0167,105.0833,73.4,1.14
255,Tshikapa,83,CD,1610292719,85,-6.4167,20.8,77.58,3.56
256,Uruçuí,88,BR,1610292719,60,-7.2294,-44.5561,87.82,3.58
257,Philadelphia,20,US,1610292552,52,39.9523,-75.1638,39.2,12.66
258,Vallentuna,90,SE,1610292719,100,59.5344,18.0776,35.01,8.05
259,Rawson,100,AR,1610292719,29,-43.3002,-65.1023,71.44,23.49
260,Charcas,31,MX,1610292719,58,23.1333,-101.1167,52.2,13.87
261,La Ronge,100,CA,1610292719,85,55.1001,-105.2842,14.0,3.44
262,Selma,90,US,1610292720,100,36.5708,-119.6121,37.4,0.27
263,Vidim,100,RU,1610292720,93,56.4088,103.1106,3.9,6.33
264,Taltal,27,CL,1610292720,66,-25.4,-70.4833,68.88,7.7
265,Gari,100,RU,1610292720,89,59.4307,62.3497,-15.2,7.27
266,Faya,20,SA,1610292720,76,18.3851,42.4509,57.2,12.66
267,Bosaso,83,SO,1610292697,64,11.2842,49.1816,74.62,14.47
268,Popondetta,100,PG,1610292720,92,-8.7537,148.2534,75.07,2.62
269,Bonavista,100,CA,1610292720,100,48.6499,-53.1147,32.0,8.05
270,Santa Rosa,40,PH,1610292721,73,14.3122,121.1114,77.0,4.61
271,Houma,90,US,1610292721,81,29.5958,-90.7195,39.99,11.5
272,Villa Luvianos,28,MX,1610292721,51,18.9167,-100.4,69.98,2.08
273,Dingle,100,PH,1610292721,93,10.9995,122.6711,73.9,11.5
274,Ponta do Sol,52,PT,1610292721,64,32.6667,-17.1,59.0,1.99
275,Pangnirtung,99,CA,1610292721,84,66.1451,-65.7125,6.37,1.74
276,Portlethen,100,GB,1610292721,87,57.0547,-2.1307,39.2,5.75
